team,id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthStateProvince,birthCountry
WSH,8478911,https://assets.nhle.com/mugs/nhl/20242025/WSH/8478911.png,Matt,Roy,3,D,R,74,212,188,96,1995-03-01,Detroit,MI,USA
WSH,8480873,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480873.png,Rasmus,Sandin,38,D,L,71,189,180,86,2000-03-07,Uppsala,,SWE
WSH,8477845,https://assets.nhle.com/mugs/nhl/20242025/WSH/8477845.png,Trevor,van Riemsdyk,57,D,R,75,197,191,89,1991-07-24,Middletown,NJ,USA
WSH,8479292,https://assets.nhle.com/mugs/nhl/20242025/WSH/8479292.png,Charlie,Lindgren,79,G,R,74,190,188,86,1993-12-18,Lakeville,MN,USA
WSH,8483532,https://assets.nhle.com/mugs/nhl/20242025/WSH/8483532.png,Clay,Stevenson,33,G,L,76,195,193,88,1999-03-03,Drayton Valley,AB,CAN
WSH,8480313,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480313.png,Logan,Thompson,48,G,R,76,207,193,94,1997-02-25,Calgary,AB,CAN
MTL,8476981,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476981.png,Josh,Anderson,17,R,R,75,226,191,103,1994-05-07,Burlington,ON,CAN
MTL,8476469,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476469.png,Joel,Armia,40,R,R,75,216,191,98,1993-05-31,Pori,,FIN
MTL,8481540,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481540.png,Cole,Caufield,13,R,R,68,175,173,79,2001-01-02,Mosinee,WI,USA
MTL,8481523,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481523.png,Kirby,Dach,77,C,R,76,221,193,100,2001-01-21,Fort Saskatchewan,AB,CAN
MTL,8484984,https://assets.nhle.com/mugs/nhl/20242025/MTL/8484984.png,Ivan,Demidov,93,R,L,73,192,185,87,2005-12-10,Sergiyev Posad,,RUS
MTL,8477989,https://assets.nhle.com/mugs/nhl/20242025/MTL/8477989.png,Christian,Dvorak,28,C,L,73,190,185,86,1996-02-02,Palos,IL,USA
MTL,8478133,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478133.png,Jake,Evans,71,C,R,72,190,183,86,1996-06-02,Toronto,ON,CAN
MTL,8475848,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475848.png,Brendan,Gallagher,11,R,R,69,185,175,84,1992-05-06,Edmonton,AB,CAN
MTL,8482476,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482476.png,Emil,Heineman,51,L,L,74,198,188,90,2001-11-16,Leksand,,SWE
MTL,8482775,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482775.png,Oliver,Kapanen,91,C,R,74,194,188,88,2003-07-29,Timra,,SWE
MTL,8479339,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479339.png,Patrik,Laine,92,R,R,76,208,193,94,1998-04-19,Tampere,,FIN
MTL,8481618,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481618.png,Alex,Newhook,15,C,L,71,200,180,91,2001-01-28,St. John's,NL,CAN
MTL,8479543,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479543.png,Michael,Pezzetta,55,L,L,73,219,185,99,1998-03-13,Toronto,ON,CAN
MTL,8483515,https://assets.nhle.com/mugs/nhl/20242025/MTL/8483515.png,Juraj,Slafkovský,20,L,L,75,225,191,102,2004-03-30,Kosice,,SVK
MTL,8480018,https://assets.nhle.com/mugs/nhl/20242025/MTL/8480018.png,Nick,Suzuki,14,C,R,71,207,180,94,1999-08-10,London,ON,CAN
MTL,8478851,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478851.png,Alexandre,Carrier,45,D,R,71,174,180,79,1996-10-08,Quebec City,QC,CAN
MTL,8482087,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482087.png,Kaiden,Guhle,21,D,L,75,202,191,92,2002-01-18,Edmonton,AB,CAN
MTL,8483457,https://assets.nhle.com/mugs/nhl/20242025/MTL/8483457.png,Lane,Hutson,48,D,L,69,162,175,73,2004-02-14,Holland,MI,USA
MTL,8476875,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476875.png,Mike,Matheson,8,D,L,74,196,188,89,1994-02-27,Pointe-Claire,QC,CAN
MTL,8475233,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475233.png,David,Savard,58,D,R,73,235,185,107,1990-10-22,St-Hyacinthe,QC,CAN
MTL,8481593,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481593.png,Jayden,Struble,47,D,L,72,207,183,94,2001-09-08,Cumberland,RI,USA
MTL,8482964,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482964.png,Arber,Xhekaj,72,D,L,76,240,193,109,2001-01-30,Hamilton,ON,CAN
MTL,8482487,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482487.png,Jakub,Dobes,75,G,L,76,215,193,98,2001-05-27,Ostrava,,CZE
MTL,8478470,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478470.png,Sam,Montembeault,35,G,L,75,218,191,99,1996-10-30,Becancour,QC,CAN
CAR,8478427,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478427.png,Sebastian,Aho,20,C,L,72,180,183,82,1997-07-26,Rauma,,FIN
CAR,8482809,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482809.png,Jackson,Blake,53,R,R,71,178,180,81,2003-08-03,Fargo,ND,USA
CAR,8480291,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480291.png,Skyler,Brind'Amour,76,C,L,74,195,188,88,1999-07-27,Raleigh,NC,USA
CAR,8477478,https://assets.nhle.com/mugs/nhl/20242025/CAR/8477478.png,William,Carrier,28,L,L,74,220,188,100,1994-12-20,LaSalle,QC,CAN
CAR,8475791,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475791.png,Taylor,Hall,71,L,L,73,210,185,95,1991-11-14,Calgary,AB,CAN
CAR,8476873,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476873.png,Mark,Jankowski,77,C,L,76,212,193,96,1994-09-13,Hamilton,ON,CAN
CAR,8482093,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482093.png,Seth,Jarvis,24,C,R,70,184,178,83,2002-02-01,Winnipeg,MB,CAN
CAR,8479370,https://assets.nhle.com/mugs/nhl/20242025/CAR/8479370.png,Tyson,Jost,27,C,L,71,187,180,85,1998-03-14,St. Albert,AB,CAN
CAR,8480829,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480829.png,Jesperi,Kotkaniemi,82,C,L,75,203,191,92,2000-07-06,Pori,,FIN
CAR,8476921,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476921.png,Jordan,Martinook,48,L,L,73,208,185,94,1992-07-25,Brandon,MB,CAN
CAR,8484203,https://assets.nhle.com/mugs/nhl/20242025/CAR/8484203.png,Bradly,Nadeau,29,L,R,71,172,180,78,2005-05-05,St-Francois de Madaw,NB,CAN
CAR,8480762,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480762.png,Eric,Robinson,50,L,L,74,211,188,96,1995-06-14,Bellmawr,NJ,USA
CAR,8478458,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478458.png,Jack,Roslovic,96,C,R,73,198,185,90,1997-01-29,Columbus,OH,USA
CAR,8473533,https://assets.nhle.com/mugs/nhl/20242025/CAR/8473533.png,Jordan,Staal,11,C,L,76,220,193,100,1988-09-10,Thunder Bay,ON,CAN
CAR,8482702,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482702.png,Logan,Stankoven,22,C,R,68,165,173,75,2003-02-26,Kamloops,BC,CAN
CAR,8480830,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480830.png,Andrei,Svechnikov,37,R,L,75,199,191,90,2000-03-26,Barnaul,,RUS
CAR,8470613,https://assets.nhle.com/mugs/nhl/20242025/CAR/8470613.png,Brent,Burns,8,D,R,77,228,196,103,1985-03-09,Barrie,ON,CAN
CAR,8478970,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478970.png,Jalen,Chatfield,5,D,R,73,199,185,90,1996-05-15,Ypsilanti,MI,USA
CAR,8481562,https://assets.nhle.com/mugs/nhl/20242025/CAR/8481562.png,Domenick,Fensore,89,D,L,69,175,175,79,2001-09-07,Thornwood,NY,USA
CAR,8476906,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476906.png,Shayne,Gostisbehere,4,D,L,71,183,180,83,1993-04-20,Pembroke Pines,FL,USA
CAR,8482666,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482666.png,Scott,Morrow,56,D,R,74,210,188,95,2002-11-01,Darien,CT,USA
CAR,8475200,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475200.png,Dmitry,Orlov,7,D,L,71,214,180,97,1991-07-23,Novokuznetsk,,RUS
CAR,8476958,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476958.png,Jaccob,Slavin,74,D,L,75,207,191,94,1994-05-01,Denver,CO,USA
CAR,8479388,https://assets.nhle.com/mugs/nhl/20242025/CAR/8479388.png,Riley,Stillman,61,D,L,74,207,188,94,1998-03-09,Peterborough,ON,CAN
CAR,8480336,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480336.png,Sean,Walker,26,D,R,71,191,180,87,1994-11-13,Keswick,ON,CAN
CAR,8475883,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475883.png,Frederik,Andersen,31,G,L,76,229,193,104,1989-10-02,Herning,,DNK
CAR,8481611,https://assets.nhle.com/mugs/nhl/20242025/CAR/8481611.png,Pyotr,Kochetkov,52,G,L,75,193,191,88,1999-06-25,Penza,,RUS
NJD,8479414,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479414.png,Nathan,Bastian,14,R,R,76,205,193,93,1997-12-06,Kitchener,ON,CAN
NJD,8479407,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479407.png,Jesper,Bratt,63,L,L,70,175,178,79,1998-07-30,Stockholm,,SWE
NJD,8481032,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481032.png,Paul,Cotter,47,C,L,74,213,188,97,1999-11-16,Canton,MI,USA
NJD,8475413,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475413.png,Justin,Dowling,37,C,L,70,180,178,82,1990-10-01,Calgary,AB,CAN
NJD,8481518,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481518.png,Nolan,Foote,29,L,L,75,196,191,89,2000-11-29,Denver,CO,USA
NJD,8479996,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479996.png,Cody,Glass,12,C,R,75,201,191,91,1999-04-01,Winnipeg,MB,CAN
NJD,8475287,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475287.png,Erik,Haula,56,L,L,71,191,180,87,1991-03-23,Pori,,FIN
NJD,8480002,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480002.png,Nico,Hischier,13,C,L,73,175,185,79,1999-01-04,Brig,,CHE
NJD,8481559,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481559.png,Jack,Hughes,86,C,L,71,175,180,79,2001-05-14,Orlando,FL,USA
NJD,8477508,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477508.png,Curtis,Lazar,42,C,R,72,203,183,92,1995-02-02,Salmon Arm,BC,CAN
NJD,8477073,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477073.png,Kurtis,MacDermid,23,L,L,77,233,196,106,1994-03-25,Quebec City,QC,CAN
NJD,8478414,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478414.png,Timo,Meier,28,R,L,73,220,185,100,1996-10-08,Herisau,,CHE
NJD,8482110,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482110.png,Dawson,Mercer,91,C,R,72,180,183,82,2001-10-27,Carbonear,NL,CAN
NJD,8476474,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476474.png,Stefan,Noesen,11,R,R,73,205,185,93,1993-02-12,Plano,TX,USA
NJD,8476292,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476292.png,Ondrej,Palat,18,L,L,72,194,183,88,1991-03-28,Frydek-Mistek,,CZE
NJD,8478466,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478466.png,Daniel,Sprong,10,R,R,72,195,183,88,1997-03-17,Amsterdam,,NLD
NJD,8475193,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475193.png,Tomas,Tatar,90,L,L,70,173,178,78,1990-12-01,Ilava,,SVK
NJD,8483429,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483429.png,Seamus,Casey,24,D,R,70,162,178,73,2004-01-08,Miami,FL,USA
NJD,8479395,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479395.png,Dennis,Cholowski,44,D,L,74,210,188,95,1998-02-15,Langley,BC,CAN
NJD,8475455,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475455.png,Brenden,Dillon,5,D,L,76,225,193,102,1990-11-13,New Westminster,BC,CAN
NJD,8475208,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475208.png,Brian,Dumoulin,2,D,L,76,214,193,97,1991-09-06,Biddeford,ME,USA
NJD,8476462,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476462.png,Dougie,Hamilton,7,D,R,78,230,198,104,1993-06-17,Toronto,ON,CAN
NJD,8482684,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482684.png,Luke,Hughes,43,D,L,74,198,188,90,2003-09-09,Manchester,NH,USA
NJD,8480192,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480192.png,Johnathan,Kovacevic,8,D,R,77,223,196,101,1997-07-12,Hamilton,ON,CAN
NJD,8483495,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483495.png,Simon,Nemec,17,D,R,73,190,185,86,2004-02-15,Liptovský Mikuláš,,SVK
NJD,8477488,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477488.png,Brett,Pesce,22,D,R,75,206,191,93,1994-11-15,Tarrytown,NY,USA
NJD,8478399,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478399.png,Jonas,Siegenthaler,71,D,L,74,218,188,99,1997-05-06,Zurich,,CHE
NJD,8474596,https://assets.nhle.com/mugs/nhl/20242025/NJD/8474596.png,Jake,Allen,34,G,L,74,197,188,89,1990-08-07,Fredericton,NB,CAN
NJD,8482076,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482076.png,Nico,Daws,50,G,L,76,205,193,93,2000-12-22,Munich,,DEU
NJD,8474593,https://assets.nhle.com/mugs/nhl/20242025/NJD/8474593.png,Jacob,Markstrom,25,G,L,78,207,198,94,1990-01-31,Gavle,,SWE
